% Author: Mohamed Idries
% Date and Time: 25 July 2016 15:23
% Comment:
% In this trial I installed a single sonar (maxSonar EZ 1) 3m from each wall. 
% *----------------------
% |         
% |           ^
% |	      3m
% |         
% |   
% |  < 3m     X
% |
% 
% Assuming 0 degrees is pointing up and 90 degrees is pointing to the left.
% I obtained the data by slowly moving it around the fixed point from 0 degrees to 90 degrees.
% Format: Milliseconds, Sonar, AccX, AccY, AccZ, GyrX, GyrY, GyrZ
10401,543,-2188,788,15264,-268,116,529
10405,543,-2136,796,15268,-247,149,471
10408,543,-2112,728,15412,-238,146,482
10413,546,-2204,668,15436,-231,159,441
10417,541,-2208,744,15292,-240,182,408
10420,523,-2204,664,15328,-235,112,470
10424,505,-2144,612,15508,-225,125,457
10428,487,-1948,788,15240,-244,162,447
10431,472,-2104,664,15428,-248,202,421
10435,467,-2048,652,15328,-255,169,463
10438,467,-2064,656,15352,-235,211,441
10442,467,-2056,736,15344,-256,213,462
10446,467,-1984,732,15348,-260,218,463
10449,467,-2028,724,15388,-235,267,450
10454,467,-2080,668,15352,-238,236,460
10457,467,-2180,748,15388,-243,244,456
10461,467,-2160,820,15196,-252,254,450
10465,467,-2192,672,15420,-281,199,465
10468,454,-2052,696,15188,-231,226,437
10472,439,-2040,708,15316,-242,236,458
10475,426,-2020,764,15232,-272,174,510
10479,416,-1924,704,15404,-281,231,502
10483,419,-1976,644,15392,-261,274,533
10486,416,-2036,588,15264,-256,310,566
10490,419,-2092,676,15344,-261,322,602
10494,419,-2040,632,15504,-254,330,614
10498,419,-2124,668,15272,-269,317,615
10502,419,-2136,716,15168,-289,279,676
10505,419,-2108,808,15420,-237,317,683
10509,419,-2132,732,15216,-270,313,634
10513,419,-2132,836,15256,-275,340,626
10516,414,-2012,680,15428,-292,318,669
10520,416,-2076,624,15288,-235,362,652
10523,416,-2160,768,15320,-299,334,655
10527,416,-2228,676,15432,-270,340,633
10531,416,-2056,564,15440,-316,281,688
10534,416,-1972,684,15332,-257,323,727
10539,416,-2012,644,15328,-263,379,711
10543,416,-2136,620,15400,-264,370,734
10546,419,-2152,760,15412,-274,367,721
10550,419,-2292,672,15472,-283,271,761
10553,419,-1996,612,15468,-280,224,818
10557,416,-2064,748,15296,-250,299,777
10561,419,-2044,728,15440,-265,322,748
10564,416,-2204,720,15200,-292,270,790
10568,414,-2088,592,15268,-296,300,808
10571,414,-2028,756,15396,-256,346,740
10575,414,-2128,740,15360,-291,315,741
10579,414,-2232,616,15612,-271,303,753
10583,414,-2288,732,15352,-245,306,725
10587,414,-2228,624,15304,-274,299,690
10590,416,-2156,812,15396,-267,319,673
10594,416,-2172,692,15208,-253,291,635
10598,414,-2252,760,15268,-273,270,664
10601,416,-2096,784,15412,-282,276,634
10605,416,-2212,752,15360,-270,292,631
10609,416,-2160,724,15356,-270,236,656
10612,416,-2148,696,15428,-268,222,704
10616,416,-1880,712,15356,-263,284,760
10619,416,-1964,784,15308,-271,294,739
10624,416,-2024,640,15204,-301,326,799
10628,416,-2248,640,15380,-276,325,783
10631,416,-2444,636,15364,-265,274,819
10635,416,-2168,724,15368,-309,211,838
10638,416,-2108,672,15288,-319,203,876
10642,416,-2012,732,15284,-310,210,885
10646,416,-2012,640,15452,-283,271,912
10649,416,-2240,636,15388,-310,206,935
10653,416,-2092,760,15412,-313,135,1032
10657,419,-1896,592,15392,-314,118,1112
10660,416,-1960,760,15404,-305,138,1116
10664,416,-1836,840,15296,-302,139,1175
10669,421,-1948,696,15556,-344,122,1267
10672,421,-1992,704,15528,-333,132,1311
10676,421,-1940,712,15288,-319,107,1341
10679,421,-2060,568,15428,-353,76,1468
10683,421,-1944,608,15464,-326,23,1512
10687,421,-2096,592,15588,-304,42,1557
10690,421,-2120,636,15432,-339,26,1592
10694,421,-2184,652,15428,-372,19,1593
10698,421,-2080,772,15292,-321,67,1575
10701,421,-2128,724,15560,-308,119,1539
10705,421,-2336,900,15420,-359,90,1484
10708,419,-2488,752,15132,-374,29,1464
10713,421,-2436,728,15344,-296,35,1370
10717,414,-2500,788,15340,-345,-26,1342
10720,414,-2228,796,15344,-309,-12,1261
10724,414,-2316,672,15432,-305,3,1184
10727,414,-2380,716,15152,-318,-9,1122
10731,411,-2320,792,15164,-308,1,1075
10735,416,-2344,720,15252,-319,-90,1078
10738,416,-2160,800,15320,-287,-36,1065
10742,416,-2268,848,15328,-269,-45,1016
10745,416,-2240,848,15320,-291,-51,975
10749,416,-2236,736,15396,-298,-128,1007
10754,416,-2268,708,15472,-283,-104,978
10757,416,-2136,704,15360,-278,-119,987
10761,416,-2020,860,15260,-291,-100,1041
10765,416,-1924,848,15200,-314,-195,1051
10768,416,-1672,768,15272,-299,-123,1142
10772,416,-1780,788,15404,-255,-5,1118
10776,416,-2024,676,15236,-306,28,1072
10779,416,-1932,628,15336,-289,89,1075
10783,416,-1916,664,15372,-324,15,1169
10786,416,-1992,520,15484,-282,97,1168
10790,416,-2012,708,15336,-305,114,1142
10795,416,-2056,708,15332,-297,106,1161
10798,416,-2012,688,15408,-298,108,1172
10802,416,-2064,700,15452,-300,159,1176
10806,416,-2068,776,15372,-316,134,1180
10809,416,-1964,636,15368,-321,171,1174
10813,416,-2004,792,15380,-304,190,1213
10817,416,-2072,728,15196,-301,176,1178
10820,416,-2044,688,15172,-309,153,1207
10824,416,-1964,684,15312,-320,93,1262
10827,416,-1952,688,15248,-317,149,1233
10831,416,-1844,816,15240,-297,167,1277
10835,416,-2048,720,15344,-334,172,1243
10839,419,-1900,664,15308,-311,163,1265
10843,416,-1984,680,15356,-310,171,1321
10847,419,-1980,828,15184,-338,192,1324
10850,419,-2084,808,15220,-299,201,1316
10854,416,-2088,788,15564,-291,206,1308
10858,416,-2140,712,15492,-329,213,1316
10861,416,-2248,824,15384,-300,199,1291
10865,416,-2312,760,15328,-302,222,1245
10869,416,-2068,900,15288,-306,183,1232
10872,416,-2036,892,15320,-324,201,1232
10876,414,-1936,740,15312,-316,242,1219
10881,416,-2076,776,15344,-304,290,1151
10884,416,-2096,796,15272,-307,259,1143
10888,416,-2068,856,15312,-320,249,1113
10892,416,-1944,588,15396,-290,281,1144
10895,416,-1932,784,15300,-332,312,1102
10899,416,-1996,660,15216,-339,321,1116
10903,416,-2000,600,15432,-290,332,1132
10906,416,-1968,592,15396,-288,404,1120
10910,416,-2072,784,15516,-294,417,1120
10914,416,-2096,736,15552,-290,438,1100
10917,416,-2240,724,15268,-310,392,1130
10921,416,-2004,624,15372,-290,328,1125
10926,419,-1932,800,15324,-307,385,1137
10929,416,-2052,720,15188,-319,352,1120
10933,416,-2124,848,15404,-313,354,1109
10937,419,-2036,740,15436,-279,312,1125
10940,416,-2168,944,15508,-274,350,1083
10944,416,-2300,832,15384,-325,294,1083
10947,419,-2156,748,15424,-324,280,1092
10951,416,-2212,576,15284,-279,284,1083
10955,419,-2088,684,15384,-294,231,1098
10958,416,-1976,744,15272,-271,322,1066
10962,416,-2080,748,15204,-325,271,1059
10967,416,-2208,712,15400,-294,272,1089
10970,419,-2156,832,15356,-325,279,1084
10974,490,-2076,696,15548,-312,288,1096
10978,632,-2116,624,15388,-287,306,1078
10981,629,-2264,764,15304,-292,306,1065
10985,629,-2260,692,15260,-310,285,1084
10989,629,-2252,872,15412,-299,227,1069
10992,629,-2128,820,15188,-304,206,1070
10996,629,-2088,740,15268,-285,230,1004
11000,629,-2144,796,15368,-277,233,1008
11003,629,-2260,672,15104,-276,243,942
11008,627,-2240,600,15308,-294,232,958
11012,627,-2172,672,15160,-271,218,928
11015,627,-2144,892,15320,-276,256,846
11019,627,-2120,900,15424,-283,273,814
11022,627,-2200,720,15452,-303,282,778
11026,642,-2124,816,15252,-298,282,790
11030,642,-2140,704,15324,-281,280,742
11033,642,-2148,784,15472,-292,292,739
11037,642,-2140,876,15280,-281,300,703
11040,642,-1904,720,15324,-273,374,678
11044,642,-1980,768,15320,-273,364,728
11048,642,-2088,736,15292,-289,414,692
11052,642,-2164,768,15312,-252,427,633
11056,642,-2388,844,15416,-294,353,634
11060,642,-2204,772,15280,-271,327,663
11063,642,-2208,744,15292,-240,321,578
11067,642,-2308,744,15260,-243,328,541
11070,642,-2468,680,15488,-269,255,550
11074,640,-2344,644,15256,-226,245,479
11078,647,-2248,824,15360,-251,250,406
11081,647,-2256,764,15340,-240,249,407
11085,645,-2260,788,15276,-240,241,330
11088,645,-2272,808,15420,-231,202,307
11092,642,-2260,728,15380,-248,176,252
11097,645,-2208,752,15360,-237,192,217
11100,645,-2072,768,15456,-214,230,191
11104,645,-2108,704,15232,-218,255,132
11107,645,-2136,700,15344,-216,262,98
11111,645,-2140,736,15380,-219,301,56
11115,647,-2184,712,15456,-199,258,15
11118,645,-2152,756,15356,-220,258,40
11122,645,-2000,620,15564,-205,251,27
11125,640,-2076,716,15340,-210,289,20
11129,640,-2116,680,15380,-211,280,49
11132,645,-2152,800,15284,-217,215,30
11137,642,-2100,652,15312,-222,202,24
11140,642,-2176,684,15324,-205,204,70
11144,642,-2052,736,15264,-220,213,71
11148,642,-2012,652,15512,-220,207,95
11151,642,-2052,796,15376,-245,227,157
11155,642,-1944,744,15288,-221,200,206
11158,642,-2044,764,15376,-245,210,264
11162,642,-1976,620,15540,-249,185,323
11166,642,-1840,552,15444,-265,193,478
11169,642,-1720,508,15396,-236,238,539
11173,645,-1800,640,15396,-244,256,603
11176,645,-1828,600,15452,-275,261,687
11181,647,-1812,500,15464,-298,228,844
11185,645,-1792,508,15488,-274,252,919
11188,645,-1700,752,15456,-295,272,1031
11192,645,-1836,704,15376,-334,250,1139
11196,645,-1696,632,15320,-345,265,1210
11199,645,-1776,572,15412,-353,261,1364
11203,645,-1832,540,15360,-326,293,1420
11207,645,-1916,704,15380,-323,326,1378
11210,645,-2076,884,15240,-360,273,1449
11214,645,-2176,644,15308,-381,180,1520
11218,645,-2192,732,15440,-319,254,1461
11222,645,-2164,836,15304,-365,224,1449
11226,645,-2044,680,15328,-369,193,1482
11229,645,-2076,712,15384,-374,111,1520
11233,645,-2012,752,15412,-342,168,1544
11237,645,-1924,820,15296,-341,205,1548
11240,645,-1916,708,15268,-377,194,1572
11244,645,-1976,632,15232,-390,205,1614
11248,640,-1832,652,15312,-350,171,1664
11251,645,-1804,620,15384,-378,179,1784
11255,645,-1936,716,15476,-374,188,1793
11259,645,-1944,800,15260,-386,230,1780
11262,645,-2084,828,15316,-396,252,1786
11267,645,-2136,644,15424,-355,242,1865
11271,645,-2000,644,15272,-410,186,1894
11274,645,-1972,548,15452,-387,199,1871
11278,645,-2168,828,15440,-393,198,1850
11282,645,-2112,744,15320,-371,246,1802
11285,645,-2184,644,15420,-359,189,1804
11289,645,-1976,804,15256,-377,182,1790
11293,645,-1992,636,15428,-377,255,1781
11296,645,-2072,952,15168,-361,245,1683
11300,645,-2196,1000,15312,-377,272,1667
11304,645,-2276,924,15352,-408,114,1723
11308,645,-2084,640,15568,-401,144,1753
11312,645,-1808,932,15348,-355,268,1656
11316,645,-2000,952,15260,-394,276,1614
11319,645,-2168,880,15108,-348,296,1572
11323,645,-2172,736,15332,-363,288,1530
11327,645,-2120,808,15308,-370,238,1528
11330,645,-2204,836,15300,-399,209,1529
11334,645,-2072,1060,15420,-354,320,1472
11338,645,-2172,900,15336,-362,326,1403
11341,645,-2148,720,15440,-365,309,1387
11345,645,-2096,544,15584,-349,249,1442
11350,645,-2048,796,15456,-325,307,1411
11353,645,-1884,788,15168,-374,279,1441
11357,645,-1900,628,15272,-418,225,1491
11360,645,-1660,816,15436,-362,304,1534
11364,645,-1828,812,15344,-359,354,1520
11368,645,-1764,728,15376,-374,363,1595
11371,645,-1944,820,15320,-372,380,1611
11375,642,-2092,780,15284,-374,395,1579
11379,642,-2228,672,15356,-374,326,1621
11382,645,-2308,672,15352,-360,298,1637
11386,645,-2240,796,15544,-387,214,1654
11390,645,-2204,716,15616,-355,270,1625
11394,642,-2228,672,15220,-381,228,1626
11398,645,-2260,600,15388,-372,248,1618
11402,645,-2140,744,15244,-352,260,1560
11405,645,-2448,784,15280,-337,211,1542
11409,645,-2268,756,15260,-359,225,1478
11413,645,-2512,644,15516,-347,199,1401
11416,642,-2388,732,15380,-367,126,1399
11420,645,-2368,868,15408,-325,166,1327
11424,647,-2444,772,15324,-326,136,1254
11427,647,-2400,832,15244,-326,78,1186
11431,650,-2328,776,15368,-337,73,1154
11435,647,-2280,952,15216,-302,70,1059
11439,647,-2236,812,15444,-304,90,996
11443,647,-2152,832,15272,-286,109,899
11446,647,-2344,860,15384,-313,93,849
11450,647,-2292,740,15384,-288,64,828
11453,647,-2072,788,15416,-294,69,804
11457,647,-2096,792,15220,-315,94,747
11460,647,-2056,776,15348,-311,116,696
11464,647,-2076,848,15452,-296,150,685
11468,647,-2152,792,15460,-270,142,648
11471,645,-1988,780,15412,-286,146,651
11475,645,-2088,656,15380,-258,182,667
11480,645,-2028,796,15396,-249,274,612
11483,645,-2136,692,15412,-262,316,557
11487,645,-2252,776,15292,-300,267,529
11490,645,-2196,676,15348,-262,261,558
11494,645,-2160,900,15408,-294,217,524
11498,645,-2096,548,15336,-334,128,636
11501,645,-1968,748,15308,-246,187,673
11505,645,-2060,728,15532,-256,161,646
11508,645,-2112,812,15344,-297,114,663
11512,645,-1976,528,15424,-318,99,740
11516,645,-2108,796,15400,-282,101,769
11520,645,-2072,652,15480,-308,97,781
11524,642,-2104,752,15400,-294,82,779
11527,645,-2044,852,15236,-321,59,811
11531,645,-2068,716,15472,-309,50,835
11534,645,-1976,824,15392,-305,61,865
11538,645,-1892,628,15312,-335,16,943
11542,645,-1936,728,15292,-317,30,955
11545,645,-1896,528,15284,-348,43,1028
11549,645,-1668,720,15300,-304,133,1035
11552,645,-1596,760,15284,-328,180,1049
11556,645,-1704,604,15280,-369,172,1137
11560,645,-1928,772,15280,-325,213,1161
11564,645,-1800,908,15452,-333,203,1201
11568,645,-1908,756,15292,-327,190,1270
11572,642,-1924,816,15312,-314,238,1221
11575,645,-2008,864,15340,-376,210,1258
11579,645,-2100,736,15452,-348,171,1309
11583,645,-1988,628,15304,-319,190,1302
11586,645,-1988,728,15344,-342,147,1303
11590,645,-1976,828,15372,-365,124,1295
11594,642,-1884,816,15340,-342,162,1292
11597,645,-1968,680,15452,-338,150,1302
11601,645,-1952,636,15508,-347,175,1370
11606,645,-1988,760,15576,-378,114,1387
11609,645,-1844,676,15288,-364,120,1419
11613,645,-1792,620,15460,-357,182,1494
11617,645,-1620,844,15512,-347,239,1512
11620,645,-1852,644,15336,-384,266,1529
11624,645,-1792,712,15436,-382,310,1601
11627,645,-1908,560,15532,-368,340,1636
11631,645,-1872,644,15552,-357,356,1601
11635,645,-1944,732,15312,-382,391,1589
11638,645,-2208,740,15368,-370,358,1639
11642,645,-2196,844,15364,-338,340,1599
11646,645,-2352,892,15156,-372,289,1585
11650,645,-2312,620,15488,-385,217,1562
11654,645,-2132,912,15256,-352,224,1538
11658,645,-2196,952,15268,-364,193,1446
11661,645,-2224,856,15288,-382,167,1472
11665,645,-2272,904,15228,-360,170,1415
11669,645,-2160,916,15424,-395,163,1362
11672,645,-2208,936,15336,-360,206,1315
11676,645,-2212,816,15240,-386,160,1274
11680,645,-2264,712,15304,-371,130,1296
11683,645,-2276,772,15264,-337,129,1222
11687,645,-2276,932,15344,-362,60,1228
11692,645,-1988,748,15444,-366,106,1191
11695,645,-2124,684,15288,-358,170,1135
11699,645,-2132,656,15368,-336,150,1113
11703,642,-2140,712,15368,-339,153,1112
11706,645,-2188,732,15424,-309,128,1138
11710,645,-2116,820,15436,-349,90,1128
11713,645,-2180,704,15308,-348,79,1154
11717,642,-2032,684,15396,-307,137,1129
11721,647,-2056,724,15348,-332,150,1148
11724,645,-2028,620,15428,-319,188,1119
11728,645,-2020,688,15412,-313,215,1081
11732,645,-2152,764,15336,-277,242,1041
11736,645,-2096,724,15308,-280,191,1015
11740,645,-2000,852,15164,-298,204,1024
11744,645,-1960,672,15288,-277,216,1010
11747,647,-1912,660,15472,-285,266,981
11751,645,-1944,724,15352,-279,327,923
11755,645,-2024,748,15448,-253,355,894
11758,645,-2136,904,15312,-276,357,861
11762,647,-2256,872,15296,-287,302,822
11765,645,-2308,812,15316,-269,257,788
11769,645,-2136,792,15312,-249,232,735
11773,645,-2132,732,15544,-236,230,733
11777,645,-2176,772,15440,-252,252,654
11781,647,-2072,772,15384,-243,295,627
11784,645,-2196,800,15380,-272,299,577
11788,645,-2224,728,15300,-229,327,529
11792,645,-2160,740,15168,-226,323,487
11795,645,-2164,720,15340,-226,286,473
11799,645,-2184,760,15348,-229,282,468
11802,645,-2064,764,15336,-236,299,489
11806,645,-1988,776,15336,-228,348,429
11810,645,-2120,752,15404,-211,412,379
11813,645,-2148,772,15356,-230,380,369
11817,647,-2152,792,15380,-240,326,365
11822,645,-2172,892,15316,-217,338,328
11825,645,-2056,740,15440,-228,299,340
11829,645,-2160,868,15272,-209,307,305
11832,642,-2124,660,15456,-189,285,309
11836,645,-2028,864,15428,-216,285,288
11840,645,-1920,752,15400,-224,296,324
11843,645,-1936,656,15372,-195,295,335
11847,645,-1956,712,15428,-201,322,379
11850,645,-2088,780,15340,-192,305,370
11854,645,-2196,776,15336,-229,289,394
11858,645,-2048,712,15448,-212,273,419
11862,645,-1912,720,15408,-223,268,441
11866,645,-1868,780,15420,-231,281,453
11869,645,-2016,804,15348,-227,287,462
11873,645,-1944,692,15524,-241,287,479
11877,645,-1868,840,15316,-242,305,517
11880,645,-2012,640,15388,-231,353,527
11884,645,-2020,760,15476,-230,377,490
11888,645,-2220,808,15404,-233,384,474
11891,645,-2032,712,15396,-264,315,514
11895,645,-2088,748,15352,-231,339,473
11898,645,-2068,744,15400,-239,347,475
11902,645,-2056,728,15300,-235,368,394
11907,645,-2104,760,15284,-249,392,386
11910,645,-2152,716,15272,-230,369,351
11914,642,-2148,776,15316,-245,355,364
11917,642,-2020,928,15224,-239,341,373
11921,642,-2036,780,15404,-249,342,337
11925,642,-2020,788,15360,-249,357,339
11928,642,-1968,764,15308,-234,366,340
11932,642,-2052,816,15448,-237,356,343
11936,645,-1964,756,15464,-215,368,325
11939,642,-2124,876,15380,-241,382,338
11943,645,-2052,732,15368,-250,365,352
11947,645,-2044,748,15544,-251,352,368
11951,645,-1944,684,15548,-258,351,406
11955,645,-2108,708,15432,-246,329,420
11958,645,-2012,828,15364,-254,356,471
11962,627,-1884,780,15328,-262,332,534
11965,607,-2020,640,15328,-280,307,553
11969,599,-1916,760,15308,-270,291,642
11973,599,-1936,752,15400,-287,286,685
11976,599,-1892,836,15488,-275,298,738
11980,599,-1828,756,15440,-307,310,805
11983,599,-1892,676,15172,-292,307,871
11987,599,-1860,676,15380,-272,341,890
11992,599,-1868,644,15392,-282,336,961
11995,599,-2060,804,15464,-296,310,1009
11999,599,-1976,748,15456,-289,290,1081
12003,599,-2012,860,15256,-326,329,1080
12006,599,-2028,692,15456,-301,312,1094
12010,599,-1848,820,15448,-291,334,1154
12014,637,-2024,672,15368,-299,389,1115
12017,645,-2252,844,15364,-283,361,1101
12021,645,-2356,692,15324,-292,317,1101
12025,645,-2304,808,15332,-299,296,1053
12028,645,-2176,808,15480,-330,258,1044
12033,645,-2020,764,15376,-310,284,1010
12036,645,-2128,764,15492,-266,323,959
12040,645,-2288,892,15236,-308,319,909
12044,645,-2368,692,15460,-269,321,857
12047,645,-2272,628,15436,-264,273,859
12051,645,-2072,728,15224,-273,253,855
12055,645,-1988,728,15356,-288,270,874
12058,645,-2032,636,15520,-285,300,867
12062,645,-2036,700,15288,-279,316,878
12065,645,-2048,704,15476,-282,263,909
12069,645,-1836,996,15640,-278,244,946
12073,645,-2100,592,15260,-350,231,1052
12077,645,-1952,496,15364,-284,209,1121
12081,645,-1956,812,15400,-288,231,1092
12085,645,-1808,736,15376,-345,185,1147
12088,645,-1848,580,15476,-334,132,1272
12092,645,-1892,672,15448,-339,178,1345
12096,645,-1832,656,15344,-355,228,1375
12099,645,-1888,740,15524,-331,225,1466
12103,645,-1956,836,15360,-364,169,1513
12106,645,-1992,704,15512,-346,172,1573
12110,645,-1952,812,15408,-376,152,1621
12114,645,-1920,940,15340,-373,171,1647
12118,645,-1956,752,15408,-379,144,1677
12122,645,-2024,860,15412,-362,200,1671
12126,645,-2048,756,15276,-390,152,1661
12129,645,-2068,584,15340,-374,134,1726
12133,642,-1992,840,15436,-358,183,1733
12137,645,-1828,968,15304,-408,184,1736
12140,645,-2004,900,15404,-381,203,1755
12144,645,-1928,792,15248,-392,240,1723
12148,645,-2048,620,15420,-395,193,1779
12151,645,-1980,876,15412,-409,200,1800
12155,645,-2056,648,15440,-392,207,1812
12160,645,-1964,824,15320,-384,248,1810
12163,645,-2096,836,15528,-379,252,1819
12167,645,-2056,740,15264,-399,240,1825
12171,645,-2144,760,15296,-391,292,1776
12174,645,-2112,824,15220,-358,258,1763
12178,642,-2328,804,15376,-371,320,1670
12182,645,-2280,788,15208,-375,235,1682
12185,645,-2196,608,15524,-389,192,1654
12189,645,-2156,724,15360,-391,228,1556
12193,645,-2176,608,15344,-372,165,1592
12196,645,-1992,684,15328,-326,243,1583
12200,645,-2100,1024,15344,-408,257,1575
12205,645,-2060,940,15328,-484,173,1562
12208,645,-1884,528,15312,-408,202,1625
12212,645,-1944,564,15364,-273,356,1639
12216,642,-2136,840,15244,-338,267,1666
12219,642,-2004,924,15376,-438,175,1678
12223,645,-2000,684,15468,-394,165,1733
12226,645,-2008,636,15516,-391,142,1773
12230,642,-2000,892,15312,-401,85,1865
12234,642,-1988,784,15428,-413,133,1873
12237,642,-1928,708,15292,-421,99,1946
12241,645,-2028,696,15328,-396,142,1959
12246,642,-2004,656,15456,-376,122,1969
12249,645,-2084,712,15372,-354,161,2024
12253,642,-2116,796,15316,-377,149,2028
12257,642,-2244,764,15520,-428,54,2001
12260,642,-2132,828,15372,-434,80,1946
12264,645,-2040,764,15480,-442,40,2016
12267,642,-1788,664,15104,-395,103,1995
12271,645,-1568,232,16192,-365,91,1826
12275,642,-1900,964,14972,-150,469,1944
12278,645,-2468,1532,15576,-639,-128,1904
12282,642,-2052,840,15200,-550,-18,1922
12286,645,-1936,504,15112,-356,81,2005
12290,642,-1916,560,15328,-245,83,1946
12294,642,-2044,1052,15160,-285,220,1873
12298,645,-2208,1172,15448,-471,11,1839
12301,645,-2136,952,15356,-491,9,1818
12305,645,-1956,720,15320,-440,1,1887
12308,645,-1988,596,15464,-350,52,1878
12312,642,-2036,844,15172,-341,132,1831
12316,645,-2156,916,15448,-366,82,1775
12319,645,-2092,668,15352,-376,61,1754
12323,642,-2232,660,15476,-385,61,1785
12327,645,-1908,820,15412,-375,132,1738
12331,645,-2032,820,15328,-412,132,1734
12335,642,-1972,808,15400,-382,199,1728
12339,645,-2200,688,15236,-367,174,1742
12342,642,-2076,900,15396,-390,98,1754
12346,642,-2020,748,15420,-385,148,1768
12349,645,-2008,796,15340,-397,134,1770
12353,645,-2032,904,15396,-396,196,1799
12357,645,-1820,748,15420,-399,244,1804
12360,645,-1780,760,15300,-408,212,1837
12364,645,-1888,612,15624,-423,244,1905
12368,642,-1780,852,15400,-412,285,1977
12371,645,-1732,692,15356,-421,319,1996
12376,645,-1868,844,15308,-404,321,2034
12380,645,-2000,740,15472,-390,349,2036
12383,645,-2044,872,15460,-366,369,2014
12387,645,-2180,900,15136,-418,322,1991
12391,642,-2008,876,15288,-423,307,2009
12394,645,-2176,828,15368,-423,247,1965
12398,645,-2216,832,15384,-404,194,1927
12402,645,-2308,648,15192,-391,140,1903
12405,645,-2260,680,15236,-407,103,1974
12409,645,-1968,640,15168,-395,34,1981
12413,645,-2076,632,15240,-402,4,1986
12417,645,-1752,704,15276,-380,69,1980
12421,645,-1796,820,15412,-334,99,1967
12424,645,-2016,780,15312,-330,207,1906
12428,645,-2120,712,15296,-370,240,1828
12432,645,-2116,752,15236,-361,246,1764
12435,645,-2148,820,15380,-363,180,1766
12439,645,-2008,916,15184,-386,190,1745
12443,645,-1976,928,15160,-363,159,1766
12446,645,-1988,704,15516,-321,246,1718
12450,645,-2000,880,15328,-349,329,1628
12454,645,-1976,700,15292,-382,284,1679
12457,645,-2064,836,15320,-319,349,1590
12462,645,-2128,924,15428,-329,393,1509
12466,647,-2100,836,15508,-358,328,1485
12469,645,-2188,808,15292,-351,346,1437
12473,645,-2192,764,15232,-349,351,1354
12476,645,-2084,724,15340,-358,327,1324
12480,645,-2028,956,15256,-348,406,1263
12484,645,-1908,784,15240,-326,437,1228
12487,645,-1936,660,15304,-314,480,1224
12491,645,-1936,880,15300,-321,507,1220
12495,645,-2052,784,15216,-330,546,1199
12498,645,-2096,736,15376,-284,619,1167
12503,645,-2120,752,15256,-326,594,1149
12507,645,-2176,776,15444,-323,538,1150
12510,640,-2216,768,15320,-309,473,1132
12514,640,-2096,620,15276,-314,442,1214
12518,640,-2012,772,15492,-303,418,1161
12521,642,-2112,760,15564,-306,433,1158
12525,642,-2120,952,15508,-333,368,1124
12529,642,-2152,912,15224,-326,347,1149
12532,642,-2112,900,15352,-311,316,1125
12536,642,-2132,996,15396,-336,273,1112
12540,642,-2108,744,15420,-310,263,1154
12544,642,-2064,672,15200,-337,265,1136
12548,645,-2140,868,15368,-335,234,1183
12552,642,-1964,724,15440,-306,248,1186
12555,642,-2004,900,15472,-321,324,1148
12559,647,-2000,856,15284,-334,329,1149
12563,645,-2116,760,15332,-312,424,1116
12566,647,-2224,772,15244,-305,412,1079
12570,645,-2240,796,15416,-300,418,1028
12573,645,-2292,816,15164,-280,409,961
12577,645,-2352,708,15276,-277,327,892
12581,647,-2172,772,15320,-269,323,838
12584,645,-2368,676,15260,-251,305,758
12589,645,-2356,700,15276,-256,314,693
12593,645,-2320,844,15248,-250,248,615
12596,645,-2360,820,15420,-258,269,556
12600,645,-2416,700,15356,-232,198,508
12603,645,-2204,824,15316,-232,167,463
12607,642,-2120,772,15380,-231,171,425
12611,642,-2168,780,15292,-225,190,407
12614,642,-2272,680,15276,-218,166,341
12618,642,-2280,876,15420,-231,195,299
12621,642,-2136,868,15224,-253,159,264
12625,642,-2108,876,15320,-226,116,246
12630,642,-2032,736,15256,-220,127,249
12633,642,-2172,704,15336,-212,96,219
12637,642,-1924,792,15240,-185,97,195
12640,642,-1968,708,15428,-200,94,223
12644,642,-1984,888,15380,-191,81,224
12648,642,-1976,804,15436,-197,132,230
12651,642,-1948,744,15364,-213,113,243
12655,642,-1912,808,15388,-200,131,267
12658,647,-1836,740,15360,-201,165,262
12662,645,-1964,756,15304,-203,159,284
12666,645,-2064,788,15328,-202,182,278
12669,645,-2024,772,15324,-204,208,247
12674,645,-2096,916,15344,-190,180,247
12677,645,-2064,876,15452,-225,187,237
12681,647,-2116,728,15532,-186,195,204
12685,645,-2016,784,15408,-224,173,218
12688,619,-1992,904,15356,-192,174,189
12692,596,-2064,824,15320,-189,197,161
12695,576,-2128,732,15472,-216,136,135
12699,556,-2112,792,15356,-222,125,132
12703,538,-2152,752,15408,-181,91,143
12706,520,-2116,796,15448,-198,88,118
12710,510,-2000,888,15512,-203,80,119
12713,513,-1940,832,15372,-199,83,99
12718,510,-2068,768,15304,-196,106,102
12721,510,-1984,776,15452,-176,96,85
12725,513,-2068,824,15492,-192,62,126
12729,513,-1976,788,15412,-212,60,140
12732,510,-1960,828,15240,-192,76,148
12736,502,-2044,740,15180,-201,87,184
12739,487,-1964,776,15348,-210,89,212
12743,472,-1952,796,15356,-205,76,227
12746,457,-2004,748,15428,-220,57,267
12750,441,-1960,884,15480,-229,48,336
12754,429,-1896,756,15416,-237,18,390
12758,416,-1832,936,15428,-223,33,417
12762,414,-1708,700,15420,-220,42,479
12765,416,-1648,712,15312,-239,59,500
