% Author: Mohamed Idries
% Date and Time: 25 July 2016 15:23
% Comment:
% In this trial I installed a single sonar (maxSonar EZ 1) 3m from each wall. 
% *----------------------
% |         
% |           ^
% |	      3m
% |         
% |   
% |  < 3m     X
% |
% 
% Assuming 0 degrees is pointing up and 90 degrees is pointing to the left.
% I obtained the data by slowly moving it around the fixed point from 0 degrees to 90 degrees.
% Format: Milliseconds, Sonar, AccX, AccY, AccZ, GyrX, GyrY, GyrZ
2166,292,-2056,660,15260,-189,206,-148
2169,292,-2060,632,15180,-176,201,-148
2173,292,-2096,736,15284,-192,204,-136
2178,292,-2240,636,15380,-192,191,-131
2181,292,-2204,684,15420,-190,184,-136
2185,292,-2152,704,15444,-177,196,-153
2188,292,-2052,688,15304,-187,177,-151
2192,292,-2112,692,15488,-180,200,-160
2195,292,-2020,624,15412,-196,186,-156
2199,292,-2100,664,15348,-188,185,-136
2203,292,-2088,684,15272,-190,189,-139
2206,292,-2076,676,15324,-184,196,-147
2210,292,-2156,580,15396,-192,203,-152
2213,292,-2048,624,15308,-179,174,-141
2217,292,-2204,528,15436,-168,189,-163
2221,292,-2108,680,15372,-194,203,-146
2225,292,-2160,748,15272,-202,201,-137
2229,292,-2108,648,15496,-187,191,-150
2232,292,-2088,656,15368,-183,186,-151
2236,292,-2116,528,15400,-164,176,-161
2239,292,-2088,600,15404,-194,188,-142
2243,302,-2136,692,15368,-189,190,-167
2246,299,-2116,624,15200,-180,171,-154
2250,299,-2080,676,15304,-177,214,-146
2254,299,-2036,628,15440,-198,189,-155
2257,299,-2088,596,15356,-186,182,-147
2262,299,-2144,788,15396,-189,202,-145
2265,299,-1980,688,15384,-190,206,-159
2269,299,-2140,672,15344,-202,189,-158
2273,299,-2192,624,15300,-164,183,-152
2276,299,-2132,648,15340,-156,197,-143
2280,299,-1952,752,15328,-175,184,-139
2283,299,-2044,636,15392,-199,210,-156
2287,299,-2140,628,15304,-176,187,-148
2290,299,-2188,692,15388,-186,194,-161
2294,297,-2072,620,15320,-163,180,-150
2298,297,-2052,656,15420,-187,220,-163
2301,297,-2048,720,15344,-188,170,-137
2306,297,-2092,688,15336,-198,175,-149
2309,297,-2068,664,15404,-190,193,-151
2313,297,-2124,596,15428,-186,170,-153
2316,297,-2136,772,15296,-183,167,-147
2320,297,-2128,664,15380,-179,191,-157
2324,299,-2056,548,15296,-198,178,-163
2327,299,-2176,628,15396,-179,204,-158
2331,299,-2156,656,15484,-203,201,-144
2334,299,-2052,716,15252,-177,193,-162
2338,299,-2140,664,15360,-174,186,-174
2341,299,-2108,820,15452,-211,191,-151
2345,297,-2120,656,15296,-191,182,-142
2350,297,-2092,692,15388,-205,211,-160
2353,297,-2172,664,15340,-206,203,-147
2357,297,-2112,672,15488,-175,168,-139
2360,297,-2104,700,15364,-182,175,-127
2364,297,-2188,712,15308,-195,184,-147
2368,297,-2076,612,15292,-185,194,-139
2371,297,-2152,700,15512,-191,188,-161
2375,299,-2164,672,15460,-191,188,-143
2378,297,-2164,632,15296,-185,196,-137
2382,297,-2120,736,15364,-196,199,-130
2385,297,-2172,680,15500,-172,194,-130
2390,297,-2076,752,15428,-185,175,-142
2394,297,-2176,692,15500,-216,206,-137
2397,297,-2140,596,15420,-193,190,-151
2401,297,-2004,644,15316,-184,192,-139
2404,297,-2000,720,15240,-179,196,-151
2408,299,-2060,668,15348,-188,189,-156
2411,297,-2128,576,15296,-191,197,-154
2415,297,-2076,608,15408,-196,205,-141
2419,297,-2100,648,15344,-182,191,-159
2422,299,-2032,620,15260,-179,188,-153
2426,297,-2096,692,15192,-190,206,-142
2429,297,-1976,696,15396,-205,202,-157
2434,297,-2108,692,15408,-186,198,-128
2437,297,-2136,720,15276,-209,186,-149
2441,297,-1912,644,15336,-174,186,-155
2445,297,-2136,720,15444,-202,202,-137
2448,297,-2128,732,15376,-172,191,-152
2452,297,-2168,688,15376,-182,192,-144
2455,297,-2136,556,15300,-188,203,-148
2459,299,-2160,700,15324,-190,191,-135
2463,297,-2152,668,15312,-187,193,-137
2466,297,-2048,776,15476,-175,196,-159
2470,297,-2108,576,15528,-193,191,-142
2473,297,-2136,628,15340,-198,192,-148
2478,297,-2068,668,15464,-182,172,-135
2481,297,-2176,672,15308,-192,213,-136
2485,297,-2088,724,15236,-183,177,-156
2489,294,-2060,728,15544,-187,197,-120
2492,292,-2204,580,15532,-166,200,-161
2496,292,-2084,632,15380,-184,187,-158
2499,292,-2108,648,15388,-196,181,-158
2503,292,-2088,672,15276,-171,187,-130
2506,292,-2028,544,15460,-183,213,-140
2510,292,-2104,644,15332,-189,198,-155
2514,292,-2108,700,15340,-184,183,-146
2518,292,-2080,520,15356,-193,197,-147
2522,294,-2120,620,15512,-210,183,-150
2525,294,-1980,704,15248,-194,213,-152
2529,294,-2152,748,15352,-188,193,-142
2532,294,-2088,636,15352,-191,222,-168
2536,294,-2076,740,15316,-179,187,-141
2540,297,-2024,708,15312,-179,169,-162
2543,297,-2140,692,15444,-184,200,-146
2547,297,-2064,656,15388,-169,180,-140
2550,297,-2212,616,15468,-188,184,-167
2554,297,-2228,708,15504,-177,177,-140
2557,297,-1984,664,15276,-189,188,-158
2562,297,-2116,664,15304,-200,179,-135
2566,297,-2192,720,15420,-175,197,-145
2569,299,-2148,612,15640,-184,190,-149
2573,299,-2060,624,15352,-181,193,-132
2576,299,-2104,652,15376,-182,190,-164
2580,299,-2120,680,15416,-179,190,-154
2583,299,-2084,704,15360,-193,204,-149
2587,297,-2084,596,15344,-172,174,-135
2591,297,-2076,568,15252,-204,205,-146
2594,297,-2168,684,15352,-188,206,-140
2598,297,-2148,708,15472,-205,176,-149
2601,297,-2036,656,15412,-177,199,-159
2606,297,-2056,636,15408,-201,184,-135
2609,297,-2184,652,15376,-188,197,-141
2613,297,-2108,612,15328,-180,202,-137
2617,297,-2160,728,15556,-200,196,-159
2620,299,-2108,568,15224,-189,196,-128
2624,299,-2104,740,15416,-190,197,-154
2627,297,-2120,704,15432,-189,194,-138
2631,299,-2160,704,15300,-185,195,-147
2634,299,-2132,668,15264,-180,194,-157
2638,299,-2052,664,15216,-192,185,-157
2642,299,-2132,720,15404,-189,195,-144
2646,299,-2100,668,15240,-202,186,-147
2650,299,-2160,724,15512,-179,201,-137
2653,299,-2080,588,15392,-192,199,-136
2657,299,-2068,668,15448,-186,211,-167
2660,299,-2112,736,15252,-182,186,-156
2664,299,-2196,684,15416,-173,200,-141
2668,299,-2060,656,15408,-177,188,-154
2671,299,-2088,760,15204,-190,208,-161
2675,299,-2116,776,15404,-200,219,-153
2678,299,-2048,612,15348,-177,187,-138
2682,299,-2096,656,15356,-181,179,-130
2685,299,-2168,724,15276,-201,184,-153
2690,297,-2032,612,15276,-192,207,-131
2694,297,-2148,636,15256,-199,183,-155
2697,297,-2056,632,15516,-186,189,-148
2701,297,-2092,692,15360,-189,199,-147
2704,297,-2100,688,15452,-177,199,-147
2708,297,-2048,588,15448,-204,192,-161
2711,297,-2096,756,15420,-192,169,-140
2715,297,-2076,640,15424,-182,201,-152
2719,299,-2068,652,15352,-196,174,-139
2722,299,-2072,700,15224,-168,184,-153
2726,299,-2064,656,15304,-186,201,-135
2729,299,-2048,628,15320,-208,200,-156
2734,299,-2108,648,15428,-203,192,-147
2738,297,-2132,588,15384,-178,168,-168
2741,297,-2152,824,15360,-193,192,-154
2745,297,-2128,680,15312,-180,207,-138
2748,297,-2196,752,15428,-190,204,-132
2752,297,-2200,632,15400,-194,212,-136
2755,294,-2080,724,15288,-160,201,-144
2759,297,-2060,636,15388,-195,172,-150
2763,297,-2056,656,15456,-188,199,-147
2766,302,-2140,712,15368,-184,195,-125
2770,299,-1984,716,15268,-196,169,-141
2774,299,-2168,648,15300,-192,201,-136
2778,299,-2068,660,15408,-197,190,-156
2781,299,-2160,748,15372,-178,201,-166
2785,299,-2052,632,15412,-189,172,-139
2789,297,-2080,640,15336,-185,184,-129
2792,297,-2108,764,15352,-193,185,-145
2796,294,-2120,672,15360,-181,196,-162
2799,294,-2092,596,15404,-196,190,-150
2803,297,-2100,692,15380,-188,191,-151
2806,297,-2060,688,15348,-183,196,-140
2810,297,-2212,784,15396,-190,178,-159
2814,297,-2096,652,15376,-178,209,-143
2818,297,-2068,764,15256,-187,191,-136
2822,297,-2128,612,15356,-187,226,-129
2825,297,-2060,680,15392,-172,180,-161
2829,297,-2132,668,15340,-205,190,-141
2832,297,-2132,740,15376,-172,189,-133
2836,297,-2128,632,15424,-196,221,-165
2840,297,-2120,676,15368,-193,197,-144
2843,297,-2136,704,15388,-191,198,-126
2847,297,-2088,644,15436,-175,182,-160
2850,297,-2116,588,15336,-197,189,-137
2854,297,-2172,756,15420,-199,204,-159
2857,297,-2136,556,15372,-180,180,-138
2862,297,-2156,744,15400,-186,192,-148
2866,299,-2060,732,15376,-160,186,-134
2869,297,-2152,592,15292,-194,186,-138
2873,297,-2036,684,15452,-177,174,-147
2876,297,-2092,592,15504,-176,189,-138
2880,297,-2088,608,15312,-185,205,-143
2883,297,-2164,612,15488,-192,210,-152
2887,297,-2196,648,15356,-175,201,-136
2891,297,-2108,748,15400,-188,181,-162
2894,297,-2180,616,15352,-182,182,-139
2898,297,-2068,704,15420,-186,194,-154
2902,297,-2192,648,15356,-206,196,-135
2906,297,-2120,604,15288,-204,214,-157
2909,299,-2140,600,15312,-188,183,-152
2913,297,-2140,716,15160,-163,194,-136
2917,297,-2048,612,15500,-199,168,-145
2920,297,-2224,680,15404,-173,177,-137
2924,297,-2172,644,15484,-170,195,-134
2927,297,-2092,768,15368,-206,179,-151
2931,297,-2180,644,15260,-193,198,-154
2935,297,-2140,688,15344,-193,190,-167
2938,297,-2100,608,15544,-175,206,-140
2942,299,-2152,724,15368,-180,191,-157
2946,297,-2128,612,15376,-175,194,-129
2950,297,-2124,732,15440,-193,191,-145
2953,297,-2108,644,15392,-177,199,-172
2957,297,-2116,688,15308,-178,185,-145
2961,297,-2116,684,15356,-194,205,-139
2964,297,-2136,700,15300,-178,191,-143
2968,297,-2152,624,15368,-194,191,-150
2971,297,-2152,664,15408,-168,193,-131
2975,297,-2012,624,15436,-190,184,-139
2978,297,-2068,660,15420,-200,215,-149
2982,297,-2112,668,15340,-187,204,-136
2987,297,-2184,684,15420,-174,191,-148
2990,297,-2180,624,15440,-194,197,-147
2994,297,-2004,688,15284,-188,187,-149
2997,297,-2172,660,15512,-195,196,-154
3001,299,-2064,660,15364,-179,166,-141
3004,297,-2112,648,15404,-195,202,-142
3008,297,-2076,624,15412,-189,216,-146
3012,297,-2152,604,15404,-181,199,-147
3015,297,-2176,668,15276,-187,183,-143
3019,297,-2144,648,15428,-194,192,-163
3022,299,-2164,728,15504,-202,186,-156
3026,299,-2120,652,15428,-184,188,-165
3030,299,-2080,752,15424,-174,194,-144
3034,297,-1980,708,15468,-185,201,-148
3038,297,-2100,664,15328,-169,189,-156
3041,297,-2076,660,15460,-200,202,-131
3045,297,-2132,700,15380,-188,171,-142
3048,297,-2096,716,15408,-209,199,-154
3052,297,-2108,548,15332,-191,200,-188
3055,297,-2124,620,15356,-181,209,-165
3059,297,-2144,664,15404,-176,182,-150
3063,297,-2072,664,15488,-175,164,-118
3066,297,-2044,592,15260,-158,191,-141
3070,299,-2156,700,15388,-177,199,-180
3074,297,-2048,608,15416,-176,214,-170
3078,297,-1980,704,15188,-194,237,-140
3082,297,-2020,660,15344,-187,204,-153
3085,299,-2052,680,15448,-178,243,-143
3089,297,-2104,624,15356,-185,267,-147
3092,299,-2124,716,15300,-192,269,-153
3096,297,-2056,752,15288,-212,221,-165
3099,297,-2152,728,15348,-189,222,-158
3103,299,-2152,640,15308,-189,215,-138
3107,297,-2160,652,15252,-197,212,-132
3110,299,-2260,648,15284,-174,182,-134
3115,299,-2140,648,15308,-203,168,-144
3118,297,-2096,632,15288,-184,163,-135
3122,297,-2056,624,15524,-184,168,-147
3125,299,-2020,632,15380,-181,144,-133
3129,299,-2108,628,15428,-181,169,-117
3133,297,-2256,632,15412,-185,200,-153
3136,297,-2140,704,15300,-193,199,-178
3140,299,-1980,620,15376,-205,190,-168
3143,299,-2136,668,15316,-185,205,-134
3147,299,-2080,620,15348,-180,191,-123
3150,299,-2108,708,15384,-192,196,-113
3154,299,-2188,632,15200,-197,225,-159
3159,299,-2116,772,15392,-194,240,-189
3162,299,-2068,616,15260,-196,219,-188
3166,297,-2160,616,15484,-177,222,-188
3169,299,-2144,608,15364,-155,166,-181
3173,299,-2220,632,15260,-168,151,-150
3177,299,-2172,736,15400,-176,149,-144
3180,299,-2176,684,15304,-157,160,-150
3184,297,-2152,628,15284,-175,134,-180
3187,297,-2020,724,15376,-181,137,-184
3191,297,-2092,636,15372,-199,148,-174
3194,297,-2044,652,15284,-207,134,-126
3198,297,-2088,692,15260,-204,157,-127
3203,297,-2048,712,15320,-188,172,-142
3206,297,-2056,592,15316,-183,202,-153
3210,297,-2052,644,15344,-166,199,-149
3213,299,-2032,632,15428,-188,227,-161
3217,299,-2068,720,15256,-189,235,-136
3220,299,-2176,636,15448,-188,246,-152
3224,299,-2228,644,15424,-204,220,-150
3228,299,-2192,684,15364,-198,219,-153
3231,294,-2196,760,15456,-183,218,-124
3235,294,-2156,640,15384,-194,188,-137
3238,294,-2140,712,15304,-172,185,-148
3243,294,-2116,596,15412,-183,186,-132
3246,294,-2052,716,15348,-195,160,-134
3250,294,-2092,624,15312,-180,175,-141
3254,294,-2084,620,15356,-176,172,-150
3257,294,-2048,776,15420,-191,178,-138
3261,294,-2104,632,15224,-193,189,-159
3264,297,-2080,696,15364,-168,205,-148
3268,297,-2048,720,15388,-177,203,-160
3271,297,-2128,792,15320,-188,217,-148
3275,297,-2108,720,15244,-200,223,-159
3279,297,-2060,688,15332,-188,194,-156
3282,292,-2172,656,15416,-198,210,-120
3287,292,-2208,684,15432,-208,213,-164
3290,292,-2100,704,15276,-198,200,-146
3294,292,-2156,624,15436,-190,193,-144
3297,292,-2000,580,15292,-176,158,-147
3301,292,-2216,612,15392,-217,180,-153
3305,292,-2100,600,15372,-189,158,-153
3308,292,-2140,752,15404,-199,162,-148
3312,292,-2188,584,15472,-205,148,-132
3315,292,-3220,164,16200,-269,-172,-169
3319,294,-1632,-120,15284,-124,424,-255
3323,294,-1160,152,15196,-12,246,-343
3326,294,-3144,-92,14696,12,-104,-61
3330,292,-4024,812,14928,-80,-217,148
3334,292,-3788,1060,14788,-190,-721,223
3338,292,-3876,1184,15264,-412,-1095,404
3341,292,-3560,1136,15220,-524,-1611,535
3345,292,-3356,1072,15564,-536,-1999,646
3349,292,-3128,776,15460,-553,-2327,748
3352,292,-2980,852,15424,-583,-2625,817
3356,292,-2632,820,15524,-592,-2748,886
3359,292,-2380,924,15356,-675,-2863,941
3363,292,-2232,908,15224,-655,-2850,992
3367,292,-1904,648,15340,-676,-2801,1032
3371,292,-1672,572,15272,-675,-2705,1092
3375,292,-1236,404,15424,-619,-2513,1081
3379,294,-880,224,15416,-575,-2216,1033
3382,292,-392,4,15504,-439,-1951,933
3386,292,360,-120,15716,-257,-1401,741
3389,292,1128,-220,15856,-13,-760,456
3393,292,2156,-168,15988,261,26,64
3396,292,2720,108,16092,519,938,-400
3400,292,2796,616,15116,560,1884,-727
3403,292,1668,1032,14808,464,2559,-869
3407,292,452,964,16300,453,2108,-818
3411,294,-2560,1596,16860,385,2426,-454
3415,294,-948,1752,14848,-75,2863,-298
3419,292,-2396,1828,15092,-335,2960,-218
3423,294,-1884,104,13564,-587,3592,-184
3426,294,-4188,2576,14464,-904,3313,-122
3430,292,-2900,436,15392,-518,2983,-123
3433,294,-3668,-56,16024,-378,2540,-134
3437,292,-4468,360,16452,-393,1927,-220
3441,294,-3972,376,15304,-225,1216,-188
3444,294,-3656,512,14684,-168,576,-148
3448,294,-3732,196,14780,-167,66,-49
3451,292,-3424,480,14948,-159,-144,19
3456,294,-3352,428,15440,-143,-409,-38
3459,297,-3184,760,15432,-135,-730,-43
3463,294,-2640,924,15428,-155,-1065,-112
3467,294,-2616,824,15408,-179,-1229,-96
3470,294,-2096,692,15336,-202,-1286,-60
3474,294,-1872,564,15532,-167,-1273,0
3477,292,-1720,492,15464,-136,-1125,19
3481,292,-1412,556,15376,-116,-1055,-7
3484,292,-1292,524,15380,-101,-910,-18
3488,292,-1092,580,15580,-74,-710,-65
3491,292,-1016,800,15228,-89,-502,-54
3495,292,-1080,748,15544,-120,-277,-89
3499,292,-1120,792,15336,-161,-14,-119
3503,292,-1124,760,15340,-181,163,-158
3506,292,-1176,724,15484,-199,388,-180
3510,292,-1316,676,15444,-208,640,-185
3514,292,-1580,660,15292,-222,806,-199
3517,292,-1500,692,15312,-240,889,-224
3521,292,-1816,744,15392,-225,935,-222
3524,292,-1988,700,15460,-209,965,-220
3528,292,-2240,588,15272,-196,949,-217
3532,292,-2344,416,15544,-178,876,-202
3535,292,-2384,636,15304,-175,709,-177
3539,292,-2552,496,15360,-180,544,-157
3543,292,-2476,724,15392,-211,403,-130
3547,292,-2588,724,15408,-182,194,-139
3550,292,-2604,652,15268,-189,-44,-131
3554,292,-2504,580,15284,-172,-200,-109
3558,292,-2244,628,15356,-145,-247,-92
3561,292,-2004,628,15248,-168,-271,-94
3565,292,-1900,720,15360,-164,-302,-93
3568,292,-1816,696,15284,-148,-307,-105
3572,292,-1724,636,15552,-187,-333,-113
3575,294,-1544,588,15416,-183,-193,-101
3579,292,-1740,684,15432,-132,-99,-86
3582,289,-1628,604,15404,-164,0,-99
3587,292,-1616,648,15344,-181,151,-101
3590,292,-1740,648,15476,-194,227,-120
3594,292,-1676,768,15400,-188,377,-143
3597,292,-1792,664,15492,-203,426,-150
3601,292,-1896,712,15404,-194,493,-150
3605,292,-1920,600,15340,-219,493,-135
3608,292,-2028,528,15404,-198,397,-156
3612,292,-2124,604,15328,-184,345,-137
3615,292,-2104,644,15420,-166,321,-153
3619,292,-2164,688,15336,-163,252,-143
3623,292,-2384,620,15244,-176,211,-123
3627,292,-2248,528,15368,-195,177,-124
3631,292,-2216,708,15372,-188,148,-130
3634,292,-2304,636,15376,-176,94,-141
3638,292,-2064,644,15388,-206,63,-139
3641,292,-2124,644,15336,-179,93,-138
3645,292,-1728,724,15272,-196,8,-137
3648,292,-1976,700,15188,-188,-97,-138
3652,292,-1876,648,15524,-175,-122,-134
3655,292,-1896,592,15496,-178,85,-126
3659,294,-1780,672,15504,-181,197,-158
3662,294,-1808,776,15172,-213,215,-174
3666,292,-1852,716,15404,-223,166,-186
3671,292,-1824,580,15440,-202,207,-167
3674,292,-1768,688,15344,-185,337,-142
3678,292,-1872,712,15296,-196,358,-161
3681,292,-2080,656,15264,-214,325,-172
3685,292,-2072,520,15456,-188,259,-159
3689,292,-1932,564,15528,-165,338,-171
3692,292,-1940,672,15304,-164,374,-156
3696,292,-2088,804,15376,-192,274,-165
3699,292,-2124,748,15416,-208,224,-160
3703,292,-1996,716,15476,-193,233,-145
3706,292,-2020,684,15408,-193,250,-142
3710,292,-2044,616,15316,-196,198,-162
3715,292,-1992,612,15404,-169,141,-155
3718,294,-2052,616,15304,-181,126,-156
3722,294,-1936,764,15344,-177,162,-132
3725,292,-1924,740,15344,-208,166,-141
3729,294,-1892,652,15468,-213,197,-141
3732,292,-1792,624,15504,-176,246,-178
3736,294,-1656,668,15484,-160,265,-204
3740,292,-1640,692,15304,-204,308,-204
3743,294,4356,200,13840,26,644,-808
3747,294,-1652,1272,16216,-38,994,-81
3750,294,-684,1312,16716,-119,1954,-322
3755,292,-1120,1376,15260,-172,2567,-437
3758,294,-1708,1236,14288,-350,2553,-492
3762,294,-1580,804,14332,-444,2227,-489
3766,294,-2088,436,16248,-377,2196,-379
3769,294,-1920,284,16344,-271,2423,-373
3773,294,-2080,468,14548,-132,2157,-383
3777,292,-2020,488,14264,-121,2205,-340
3780,294,-2544,820,15460,-200,2309,-311
3784,294,-2408,704,15116,-92,2301,-343
3787,294,-2764,956,15424,-150,2492,-383
3791,294,-2920,844,16120,-155,2274,-477
3795,294,-3476,1160,15344,-285,2016,-517
3799,294,-2228,848,14756,-355,1865,-556
3803,294,-2876,708,16672,-230,1553,-486
3807,294,-3224,904,15064,-473,1265,-562
3810,294,-1108,412,14424,-172,1410,-474
3814,294,-2548,840,14984,-203,1415,-467
3817,294,-2780,724,15228,-239,1337,-408
3821,294,-2020,548,13976,-291,1354,-321
3825,292,-2388,804,14832,-246,1343,-206
3828,292,-2284,924,15956,-213,1412,-204
3832,292,-2520,1092,15604,-300,1354,-322
3836,292,-2076,780,15136,-344,1134,-377
3840,292,-2152,420,14844,-327,897,-343
3844,292,-2296,660,15340,-281,853,-319
3847,292,-2392,444,15324,-244,826,-220
3851,292,-3008,648,15044,-208,770,-166
3854,292,-3004,784,15404,-255,545,-169
3858,292,-2736,824,15748,-260,503,-218
3862,292,-2416,856,15352,-249,357,-296
3865,294,-2528,656,15040,-227,77,-334
3869,294,-2404,548,15412,-227,23,-305
3872,294,-2516,448,15404,-256,58,-263
3876,292,-2568,512,15456,-205,114,-259
3879,292,-2484,708,15160,-206,53,-302
3884,292,-2356,784,15024,-183,-38,-322
3887,292,-2580,620,15444,-197,-119,-296
3891,292,-2672,436,15376,-201,-208,-299
3895,292,-2940,548,15236,-175,-356,-294
3898,292,-2812,536,14996,-147,-559,-287
3902,292,-2568,420,15420,-71,-747,-272
3905,292,-2520,488,15244,-64,-845,-206
3909,292,-2012,604,15836,-68,-704,-133
3912,292,-1848,684,15692,-114,-417,-108
3916,292,-1780,1336,14664,-178,-295,-117
3919,292,-1568,1240,15136,-258,-387,-148
3923,292,-1168,636,15256,-305,-86,-174
3928,289,-1128,824,15148,-254,332,-154
3931,292,-1536,640,15572,-265,460,-168
3935,292,-1652,564,15656,-237,566,-127
3938,292,-1800,692,15628,-245,776,-120
3942,292,-2372,736,15340,-240,887,-137
3946,292,-2256,652,15036,-286,921,-220
3949,292,-2412,716,15268,-292,889,-235
3953,292,-2596,448,15752,-296,794,-261
3956,292,-2436,416,15180,-253,860,-255
3960,292,-2492,504,15332,-218,835,-283
3963,292,-2520,660,15200,-230,789,-313
3968,292,-2452,672,15424,-201,788,-298
3972,292,-2384,756,15256,-256,778,-338
3975,292,-2248,712,15336,-253,751,-339
3979,292,-2272,648,15336,-254,711,-360
3982,292,-2124,672,15332,-249,756,-360
3986,292,-1976,724,15424,-266,897,-362
3989,292,-1872,748,15284,-303,1093,-367
3993,416,-1888,656,15260,-339,1228,-381
3997,617,-2036,644,15384,-339,1322,-370
4000,614,-2060,612,15532,-319,1464,-378
4004,614,-2132,496,15188,-342,1522,-378
4008,614,-2180,540,15292,-311,1509,-396
4012,614,-2352,544,15424,-300,1498,-373
4016,612,-2540,372,15508,-286,1453,-350
4019,614,-2816,484,15452,-253,1387,-322
4023,614,-2848,588,15200,-274,1260,-318
4027,612,-2912,672,15084,-251,1174,-326
4030,612,-2936,700,15260,-265,1030,-331
4034,612,-2812,776,15300,-295,878,-361
4037,612,-2648,748,15408,-318,718,-329
4041,612,-2772,732,15312,-302,660,-292
4045,632,-2624,664,15260,-285,650,-299
4048,637,-2692,632,15144,-315,602,-275
4052,637,-2764,580,15312,-282,476,-279
4056,637,-2780,476,15200,-268,392,-282
4060,637,-2700,480,15164,-234,314,-263
4064,637,-2524,432,15352,-242,267,-253
4067,637,-2404,624,15316,-215,259,-211
4071,635,-2156,532,15176,-213,261,-197
4074,635,-2252,640,15296,-183,288,-180
4078,635,-2036,520,15388,-161,515,-194
4081,635,-2092,664,15124,-204,643,-181
4085,635,-2124,660,15244,-212,784,-231
4089,635,-2252,700,15184,-229,991,-298
4092,642,-2280,604,15452,-253,1079,-338
4097,645,-2376,664,15268,-232,1181,-381
4100,642,-2300,520,15380,-204,1169,-351
4104,645,-2468,428,15268,-169,1203,-344
4108,645,-2416,580,15264,-176,1222,-322
4111,642,-2660,636,15124,-152,1216,-302
4115,645,-2628,544,15192,-218,1136,-344
4118,645,-2568,460,15396,-175,1113,-341
4122,642,-2708,720,15496,-161,1070,-350
4126,645,-2580,748,15324,-159,1018,-325
4129,642,-2720,672,15460,-202,949,-308
4133,642,-2704,740,15304,-207,915,-300
4136,642,-2632,692,15336,-225,847,-280
4141,642,-2724,636,15272,-242,765,-289
4145,645,-2976,708,15332,-224,669,-272
4148,647,-3092,716,15360,-220,508,-215
4152,647,-3148,816,15276,-274,304,-154
4155,645,-3088,852,15072,-280,197,-160
4159,645,-3012,664,15248,-295,65,-127
4162,645,-2928,648,15260,-341,-10,-118
4166,645,-2844,716,15280,-340,-62,-124
4169,645,-2752,648,15156,-334,-121,-137
4173,624,-2708,600,15172,-340,-210,-177
4177,601,-2804,692,15388,-312,-241,-184
4180,579,-2572,600,15216,-302,-237,-219
4185,558,-2468,584,15460,-292,-195,-288
4188,541,-2328,580,15372,-253,-97,-339
4192,523,-2188,696,15360,-270,-44,-325
4195,510,-2236,652,15312,-268,46,-370
4199,510,-2268,480,15352,-246,105,-372
4203,510,-2200,540,15424,-247,137,-343
4206,510,-2252,588,15388,-240,200,-280
4210,513,-2156,568,15220,-232,308,-262
4213,513,-2272,352,15352,-235,395,-226
4217,513,-2292,352,15284,-214,467,-261
4220,505,-2468,404,15420,-230,523,-270
4225,490,-2548,560,15388,-210,585,-263
4229,474,-2596,468,15188,-209,606,-257
4232,459,-2624,628,15144,-204,599,-291
4236,444,-2596,592,15092,-227,645,-376
4239,431,-2736,648,15308,-205,639,-417
